"id_pessoa";"idade_pessoa";"salario_ano_pessoa";"propriedade_pessoa";"anos_trabalhados_pessoa";"id_emprestimo";"motivo_emprestimo";"pontuacao_emprestimo";"valor_emprestimo";"taxa_juros_emprestimo";"status_inadimplencia";"percentual_emprestimo_salario";"id_historico";"verifica_inadimplencia";"tempo_primeira_solicitacao"
"Ql2YxYel-miEN";24;96000;"Aluguel";1.0;"T1kDxb9d-POO8";"Pagamento_debitos";"B";17400;10.37;0;0.18;"smPAOHgC-w6zn";"N";2
"O5o3ulEs-Jjqj";31;42000;"Hipoteca";0.0;"mfaFaOAm-idwH";"Educativo";"D";21000;12.36;1;0.5;"AfoHjXDG-sJ4p";"N";7
"gFg8mcGj-DJ81";31;78504;"Aluguel";2.0;"Nb086pZt-vixT";"Educativo";"C";10000;11.41;0;0.13;"viOR31Kn-LkEe";"Y";8
"8sIlqlqB-cJyB";23;74880;"";3.0;"tTSjpeEo-mpjH";"Educativo";"";5250;12.87;0;0.09;"TWFJUMzZ-n0b3";"N";2
"vZBa2BqM-Xo4o";24;40000;"Aluguel";4.0;"7gPocQ00-xtpx";"Educativo";"A";15000;14.96;0;0.0;"AFbiI0ya-Qbia";"N";2
"IURAA3f2-FnmE";37;88824;"Hipoteca";8.0;"Rp0xD9Q8-BWz7";"Empreendimento";"A";3600;6.62;0;0.04;"JP8ctzq8-2zn5";"N";17
"ylEYAm48-qOa8";23;160000;"Hipoteca";5.0;"nlb1jmCN-QerG";"Pessoal";"A";35000;7.66;0;0.22;"mnHp3JAy-CQRo";"N";2
"IbCoCkXp-08Mz";23;26000;"Aluguel";1.0;"tpGHU2di-XwIK";"Educativo";"B";4000;0.0;0;0.15;"YhXbmCtP-dERz";"N";4
"Y51UDkb1-YpkA";26;60000;"Hipoteca";2.0;"Af4h19RO-X8K2";"Medico";"B";5000;0.0;0;0.08;"wnXILlhI-DU11";"N";4
"WcDBFthD-JNJ6";21;98000;"Hipoteca";0.0;"TpTsmQnM-8gej";"Pagamento_debitos";"B";10000;9.62;0;0.15;"E93Jau4q-fgqd";"N";2
"Z7amrb76-kjFJ";23;90096;"Hipoteca";0.0;"NLyGBWvx-E31G";"Educativo";"C";10150;11.97;0;0.11;"1pP6YxNc-jW9T";"N";3
"KbLZUNuB-1ZTH";31;61150;"Aluguel";0.0;"E2EowdtZ-Wtbh";"Pagamento_debitos";"B";5100;11.49;0;0.08;"47vvfczw-tJpQ";"N";8
"oYEwkmQ2-aPuq";30;22800;"Aluguel";5.0;"mpIrooAl-KSTO";"Pessoal";"B";1000;11.49;0;0.04;"otoKEdNg-BFyv";"N";5
"C9l9jmYo-1ONg";24;148000;"Aluguel";0.0;"YPGgf8qu-8lX1";"Pagamento_debitos";"E";15000;16.82;1;0.1;"g541Ywr2-bPuK";"N";3
"hqIsXAU8-vCKM";22;35900;"Hipoteca";6.0;"wL0DWQaC-KxKK";"Pessoal";"C";6000;15.27;0;0.17;"Oa20Nlp7-RtwM";"N";3
"8wsLgE9E-ghSd";26;97000;"Aluguel";11.0;"yL4LbeOa-34Ga";"Melhora_do_lar";"B";16800;12.42;0;0.17;"nwojpkJ4-8r8K";"N";3
"sSG6mfuF-IySy";23;85000;"Aluguel";1.0;"hAsjQd0A-t8pt";"Pagamento_debitos";"A";10200;0.0;0;0.12;"YwgC8Do9-sQuI";"N";3
"LNK6JyIo-ZXyJ";23;40000;"Aluguel";7.0;"XNT73mCD-Ubn7";"Educativo";"C";5600;13.8;0;0.14;"FLnG4vUH-Mbqg";"N";3
"xSxLyvnF-bsbd";41;90000;"Aluguel";0.0;"fsipPyEG-bG3X";"Empreendimento";"C";5000;14.26;0;0.06;"FhPgPFy8-iWYk";"Y";13
"G7hH57JR-P42C";23;75000;"Hipoteca";0.0;"0RbKgnUN-jbJv";"Pagamento_debitos";"A";12000;6.92;0;0.16;"DxxzcPMo-IYzK";"N";4
"EUHUyl7w-qSYf";25;40800;"Hipoteca";0.0;"NqqGw0Zs-0B37";"Melhora_do_lar";"A";8000;5.79;0;0.2;"NLGM3GBg-y1KR";"N";2
"ADFpUXQg-qdOu";26;84191;"Hipoteca";5.0;"yEHyxes0-SZnz";"Pessoal";"A";9000;6.62;0;0.11;"twhjgHa8-NMyt";"N";3
"koWOZjDc-3846";23;36000;"Hipoteca";3.0;"KC7OcZjR-fkAj";"Empreendimento";"B";4800;10.38;0;0.13;"bfNgZpJ7-GkcO";"N";4
"GjnvQ7ek-Adyw";22;30000;"Aluguel";4.0;"6uOlgnru-5vW6";"Pagamento_debitos";"D";7000;16.49;1;0.23;"iRFuv9U7-eUiy";"Y";3
"iOPKAZNW-MKZH";25;37200;"Aluguel";2.0;"OIJn7531-q3dH";"Melhora_do_lar";"D";2800;16.29;1;0.08;"A7GBTx5w-oLYN";"N";3
"oFxrw6ef-FLWK";27;75000;"Hipoteca";5.0;"2NWmrqJG-iBFe";"Melhora_do_lar";"E";8500;17.19;0;0.11;"ojNcLHax-7yKH";"N";5
"D1QtSJSf-FieS";26;86000;"Aluguel";4.0;"vuvWdaWg-QWgN";"Educativo";"C";10000;13.49;0;0.12;"4BF1qNMk-xe0R";"N";3
"FKQRBMHz-zTBB";22;39000;"Hipoteca";1.0;"l9hMM4iY-4AlE";"Empreendimento";"F";5000;18.21;1;0.13;"HW59hpBk-Ickf";"Y";4
"WRAyjAIS-99ol";25;54000;"Aluguel";0.0;"7OfsGCTJ-Sqcy";"Melhora_do_lar";"D";12000;16.77;1;0.22;"6jnJkd4h-aY5e";"N";2
"Uh0hSozc-2yKf";22;49000;"Aluguel";1.0;"ok1Qq3Gh-iGHN";"Educativo";"D";5000;15.62;1;0.1;"OP6hNDdP-oWEG";"Y";4
"qN0gvo62-87aQ";24;65000;"Hipoteca";7.0;"1hOAjYgp-e8nP";"Empreendimento";"A";6000;5.42;0;0.09;"G5pyesCT-Q5EJ";"N";3
"fAnDKqra-sTh1";22;27000;"Aluguel";0.0;"6EDvKrRE-iDc6";"Empreendimento";"D";5000;0.0;1;0.19;"enlSFbtB-h77D";"Y";2
"w0YbI30b-gkNM";27;140000;"Hipoteca";4.0;"Btr03pTs-44vr";"Pessoal";"B";2800;11.99;0;0.02;"vEeOZEvu-y0DE";"N";9
"adfuUNJg-Smxd";27;65000;"Hipoteca";11.0;"6ydDtZ75-R9u9";"Pessoal";"A";18000;7.51;0;0.28;"6u8IsqkT-itDF";"N";8
"NPpu6ZhA-TB6M";27;36600;"Hipoteca";6.0;"UEPMIDv2-cUFq";"Empreendimento";"A";5000;5.42;0;0.14;"uJ3dD1DP-HOrM";"N";5
"BPsyhxlJ-Mv9v";44;55000;"Aluguel";18.0;"yOcF1MQS-qY0O";"Pessoal";"B";9600;11.26;0;0.17;"YRCnpbet-Mxa5";"N";16
"AIg11eZ6-oQoa";23;100000;"Aluguel";0.0;"mImySd8P-71Oz";"Pessoal";"B";10000;11.46;0;0.1;"R8UaNKX6-wbOX";"N";2
"MsAJpKKZ-8blL";34;28880;"Aluguel";2.0;"GeqdnGZ0-JJ6l";"Empreendimento";"C";3000;11.78;0;0.1;"g4pCIe80-WDdE";"N";9
"zNw4DUKx-n0Ga";26;12000;"Aluguel";0.0;"dYaiWnrp-2r1k";"Empreendimento";"A";5000;6.92;1;0.42;"tPpx58Kh-C7iA";"N";4
"j04E66fT-yJw1";23;49000;"Hipoteca";7.0;"96MCPfja-tPFb";"Pagamento_debitos";"A";2400;7.66;0;0.05;"h07fbi28-D6eE";"N";3
"gQqA1jqt-yKPp";28;33000;"Aluguel";12.0;"fkhsgd0H-aoMi";"Pessoal";"C";8000;14.65;1;0.24;"EKTYYEf6-5BE7";"N";9
"SN00eyHJ-ogYt";21;35000;"Hipoteca";1.0;"8i5A4wKh-F8xP";"Medico";"A";4950;7.68;0;0.14;"7oYwPvka-1Rbp";"N";4
"r3AjYt6B-MLgW";25;29000;"Aluguel";9.0;"vGeDRghf-nJK0";"Pessoal";"A";11000;8.49;1;0.38;"kA9KJ9zo-8dGl";"N";2
"zlM6bBBs-HccI";28;60589;"Hipoteca";1.0;"DF65RfUW-njnf";"Melhora_do_lar";"B";2650;9.88;0;0.04;"88LbjxoC-jBzB";"N";10
"ltjPFBqR-lIXd";42;70000;"Aluguel";6.0;"4gW6jGNE-yQQr";"Medico";"B";12000;0.0;0;0.17;"BDkU2UJo-WcTB";"N";12
"NzAnXfOS-o343";26;58000;"Hipoteca";2.0;"K16Kl0Tl-AaR1";"Medico";"A";3000;6.92;0;0.05;"vCWJgyUU-PtjM";"N";2
"L9QFzM44-Y21h";29;40000;"Propria";0.0;"1BAxvZ9A-XdhG";"Medico";"A";5000;5.42;0;0.13;"KL18qUo5-EoC2";"N";5
"QxxXYEgd-0znP";29;15000;"Propria";5.0;"GNOHghjp-2NXe";"Pessoal";"A";5000;7.51;1;0.33;"vwREWRBi-xY3Z";"N";7
"EKDi6GzW-8PE5";25;42000;"Aluguel";1.0;"X4OxJL7r-Qn0h";"Medico";"B";6000;0.0;0;0.14;"0Ej5q26T-uTgH";"N";4
"6dUESmn2-sO3j";23;30720;"Aluguel";2.0;"ioL54QsZ-yNSa";"Pessoal";"C";2400;13.98;1;0.08;"P6Kv3Dm4-S9M7";"Y";4
"8MkA0GXy-6MPi";33;38400;"Propria";0.0;"UFjcEehj-0N7C";"Empreendimento";"B";16450;10.65;0;0.43;"bP2AJg9z-oYAk";"N";8
"M8nA6m0R-sUtd";22;12000;"Aluguel";0.0;"I4USxseA-C1Km";"Pessoal";"C";1000;13.57;1;0.08;"spIhLXsJ-EMkA";"N";3
"CJ8531db-dSMF";28;53040;"Aluguel";6.0;"uvHpQSG6-dJSf";"Pagamento_debitos";"A";1700;8.49;0;0.03;"JNpvSfFB-PENF";"N";8
"ruFfB6QI-epxw";30;37200;"Hipoteca";0.0;"jPtTkIBP-Hfi9";"Medico";"C";6600;13.49;0;0.18;"DIMB4vQd-4qR3";"N";9
"sAliLvQN-rrZc";31;88000;"Hipoteca";11.0;"Uh64Hahm-IpQd";"Empreendimento";"D";14000;17.58;0;0.16;"X13FXCKA-3DWo";"N";7
"PJIJYax0-RkFz";23;120000;"Hipoteca";7.0;"RpL0w7DM-KcS7";"Educativo";"A";12000;5.42;0;0.1;"Rg6HRlaE-bqUn";"N";3
"4jc4Sdlm-9lnw";29;28800;"Aluguel";1.0;"QTStCluG-ebP9";"Pessoal";"A";1400;7.9;0;0.05;"b3CzmGgf-fuBR";"N";8
"gQ63M7cO-GYwK";24;86610;"Hipoteca";7.0;"jXB7oTw7-GzTP";"Educativo";"C";8750;12.72;0;0.1;"iHsvFLOf-WgCj";"Y";2
"rz5PKgZu-XmdB";26;80000;"Hipoteca";4.0;"SHhU0zKc-8Pvv";"Pessoal";"D";5000;14.96;0;0.06;"oYkMqZzi-3KAg";"Y";3
"9kjnjE2k-T9F6";29;150000;"Hipoteca";12.0;"bC6T2Fs3-cDyw";"Pessoal";"A";7000;9.32;0;0.05;"eUSXBB39-I2gU";"N";6
"2azbWzQa-JS1i";26;56000;"Hipoteca";11.0;"ZJOZ79X5-7rut";"Medico";"B";12000;11.89;0;0.21;"gxYwyk0B-lFFk";"N";3
"rqZThIHI-PbrM";26;104676;"Hipoteca";0.0;"0j76tLzm-1hSZ";"Medico";"A";16000;5.99;0;0.15;"t1HkIpOa-dWeT";"N";4
"J1F9WUy9-LX4z";27;65000;"Aluguel";5.0;"OLNxg1mJ-39CA";"";"B";1500;12.86;1;0.05;"UPrQMZmG-AZ1v";"";10
"DZLT1ITS-zJFj";24;46500;"Aluguel";2.0;"XZtHLblt-4ogn";"Empreendimento";"C";8000;15.23;1;0.17;"HmCFRlYB-W5X2";"N";2
"S4p4YD98-2cEk";26;50026;"Aluguel";3.0;"eSS76I9e-Kx6Z";"Pessoal";"A";7000;0.0;0;0.14;"6pbjQYgw-ed5P";"N";4
"lwqlaSe9-hAYR";56;90000;"Hipoteca";0.0;"mW9tPtGN-hla1";"Pessoal";"A";7200;6.17;0;0.08;"ZgnE56yN-0X4S";"N";19
"ioJc1Xgw-YREJ";33;33996;"Hipoteca";4.0;"QrGDjpBI-cxpy";"Pessoal";"A";10000;0.0;0;0.29;"4WQnSQcC-58kA";"N";10
"KYM7RqMO-7ohy";35;32000;"Aluguel";19.0;"FKG0j4m9-Lnyx";"Melhora_do_lar";"A";8000;5.99;1;0.25;"PK7P7Gtc-Uw71";"N";9
"RrmQHBGs-9tTE";26;46000;"Aluguel";4.0;"x7GUn1rC-hgFK";"Pagamento_debitos";"A";9000;7.14;0;0.2;"3ZMea6gK-IDbF";"N";3
"JhzMdz5h-jNAC";23;87000;"Aluguel";2.0;"4DDtKP05-Mkkh";"Educativo";"B";18000;11.89;0;0.21;"tveSLInv-PUuj";"N";2
"MiOlRLlX-0IyW";23;120000;"Aluguel";7.0;"zk6ZtWoW-5qCH";"Pessoal";"A";18400;8.9;0;0.15;"KWD1DynS-9k0i";"N";2
"1ANi5Rue-HQ4h";24;60000;"Hipoteca";0.0;"AScpKX4r-sBL2";"Educativo";"D";8000;15.65;0;0.13;"F1XtJ05K-4dM3";"N";3
"RbXJ7ixs-ZyaG";31;75000;"Hipoteca";6.0;"aHQSgaSp-sKfO";"Empreendimento";"A";3000;8.49;0;0.04;"FdrmWoea-IWpX";"N";5
"xoXwiZun-4ZYw";26;96000;"Hipoteca";1.0;"IsePSeFJ-3D3r";"Melhora_do_lar";"B";10000;10.99;0;0.1;"iePYoOyv-or8c";"N";4
"5CQ8I3H7-5ELC";28;54000;"Aluguel";0.0;"cScSEzcd-mire";"Educativo";"C";4500;0.0;1;0.08;"CnN7Hb3l-3UeS";"Y";8
"NNGN4GPs-pNNe";39;70000;"Aluguel";3.0;"WehFBM4h-d4oW";"Pessoal";"B";18000;11.14;0;0.26;"lYaI6Bg7-4vYa";"N";14
"O5mzA8KN-wtKC";35;273700;"Hipoteca";8.0;"LMaq9jH1-vlN0";"Medico";"D";25000;14.59;1;0.08;"ynZydWAO-txtl";"N";6
"dAXukGT9-mru7";21;34368;"Aluguel";0.0;"RDhSBm9J-oTJh";"Pagamento_debitos";"C";2500;12.87;0;0.07;"etFXtSbL-n7Lt";"Y";2
"Pc4ptiqe-yubE";31;36400;"Hipoteca";0.0;"y3JwBvp8-uJyO";"Empreendimento";"D";6000;13.57;0;0.16;"8B8sej1f-rfUd";"Y";4
"PH9BFN7W-JZoo";22;58608;"Hipoteca";6.0;"IrUpdjft-rbS0";"Educativo";"A";12000;6.03;0;0.2;"22ueCp43-ReWi";"N";4
"va7OkohC-Tziv";29;83000;"Hipoteca";13.0;"s1WUxoxm-uZDM";"Pagamento_debitos";"A";7500;8.9;0;0.09;"vSQfz5Ew-vBzw";"N";6
"MWnClouW-2Wf5";24;42000;"Hipoteca";7.0;"KgCQ4YiK-RYy0";"Medico";"C";4200;13.23;0;0.1;"Rz2WfRP8-aUNH";"N";2
"MifytRDh-6eS1";41;95000;"Propria";2.0;"MEvEQyy3-mpWc";"Melhora_do_lar";"C";21600;13.92;0;0.23;"WtwM3xE0-hLGk";"Y";11
"aMQBx6mc-h1X3";24;61400;"Aluguel";1.0;"iQaNND6g-Ym4u";"Pagamento_debitos";"C";12250;12.23;0;0.2;"6FRmOQ5M-dIlC";"Y";2
"eLUdlgjm-2wtR";23;45000;"Aluguel";4.0;"NGJoP8Q0-puvg";"Educativo";"B";12000;12.69;0;0.27;"heTAxW3b-OEuq";"N";4
"BWmiJy1h-Osh5";43;49578;"";11.0;"hLl52cBX-CLQu";"Pessoal";"C";0;0.0;0;0.09;"Re70bfXR-dLiz";"Y";2
"CRDpFxSU-s8lU";38;50000;"Aluguel";8.0;"py8JnvcC-mq9F";"Medico";"C";20000;13.85;1;0.4;"o7zL8heZ-APhv";"N";14
"tc8K9HFM-2WRz";27;27840;"Hipoteca";2.0;"K9c5H9ty-dR2G";"Medico";"A";2400;5.42;0;0.09;"JhetGAAt-xQKP";"N";7
"FvESR33M-sqpa";29;21000;"Aluguel";7.0;"tDJagCt4-WGTo";"Educativo";"B";6000;12.42;0;0.29;"BpJ3NTxi-aItS";"N";6
"FTFYhRA3-nsCM";23;85000;"Hipoteca";1.0;"LvLpjU7s-lyK8";"Empreendimento";"C";21400;13.49;0;0.25;"OcEwitey-7oIl";"Y";4
"mvRe5hcN-knH5";27;81000;"Aluguel";5.0;"k62wcsql-puct";"Melhora_do_lar";"B";7500;10.25;0;0.09;"KDbqRgP8-qbgq";"N";7
"xOD09GfH-4D8t";25;85000;"Hipoteca";7.0;"8mA4KwoW-ZSpy";"Pessoal";"C";5500;13.49;0;0.06;"DY8Eo6W5-ymsy";"N";3
"FXnj62Ap-xChk";30;53000;"Aluguel";1.0;"0YasYgzi-F2IS";"Medico";"A";11000;6.62;0;0.21;"RSRmurEX-NExv";"N";9
"SyrFnT6h-JjdQ";25;41579;"Aluguel";9.0;"3rUxbS7p-8dIw";"Empreendimento";"C";8000;13.92;0;0.19;"5diNy5PA-i5Zr";"Y";3
"SCAiAJWv-RExb";23;22800;"Aluguel";3.0;"dKUGbGGk-wKJm";"Pessoal";"D";1750;15.7;1;0.08;"7HzGT9fK-zX8o";"Y";2
"WW4MbwFX-haDH";33;24996;"Hipoteca";3.0;"jWHCMmf1-2U8h";"Pessoal";"C";6600;12.99;0;0.26;"Q94XHHFG-vo8d";"Y";6
"6CwPq3qi-QGlP";34;87000;"Aluguel";0.0;"y3GEiMlY-aogy";"Educativo";"A";2500;7.14;0;0.03;"CBH8ODLq-DY0X";"N";5
"8ctnIDRH-Ys6O";27;85000;"Hipoteca";12.0;"dNo26Gi8-W3hU";"Empreendimento";"A";3800;6.03;0;0.04;"WGm68miL-eOJ3";"N";6
"Rnt3dnsH-UtMc";28;28800;"Hipoteca";2.0;"pTQIfiq4-hXDv";"Melhora_do_lar";"B";2000;10.59;0;0.07;"df0tjzxp-hhxX";"N";7
"6ou1r6Op-GGUE";24;43000;"Aluguel";8.0;"yvssWcmx-84BA";"Empreendimento";"B";4000;12.69;0;0.09;"i63mMltm-jmzR";"N";2
"bLXNfrvh-WKhm";42;22000;"Aluguel";0.0;"vRW58oXe-1s1i";"Pagamento_debitos";"A";1000;7.29;0;0.05;"c1FDgnSx-S3f3";"N";13
"nbgiKZg2-uvyc";34;57016;"Aluguel";14.0;"U3oAIxhB-uk6R";"Melhora_do_lar";"B";6000;11.83;0;0.11;"J5F4txIY-BNiC";"N";6
"XQWpNmB4-QOfd";21;20004;"Propria";2.0;"RKnMmfQB-4eSp";"Educativo";"B";2500;9.63;0;0.12;"cj3UDT8H-YlDd";"N";3
"HfIRh5zS-vYoY";34;31500;"Hipoteca";16.0;"S913lnfn-EuRJ";"Pessoal";"B";6000;0.0;0;0.19;"1mLIUT8Y-HNP3";"N";8
"eGR7C5uA-KEkz";23;75000;"Aluguel";2.0;"XbTmU6Lj-NvY3";"Pessoal";"C";12000;12.98;0;0.16;"Jkj359OL-oKDt";"Y";2
"gsREUsWS-ZxRw";31;30000;"Hipoteca";5.0;"iZp0L1Ih-gBJ5";"Medico";"";3100;11.11;0;0.02;"ZcDH1h4A-rc3c";"N";8
"yjhbYCGL-ucAK";27;41000;"Aluguel";0.0;"Ywy6Bmu5-ePU5";"Medico";"B";15000;11.48;1;0.37;"KrNP1ebP-4DA4";"N";8
"FB56utCn-imEj";31;79500;"Aluguel";4.0;"WcIsZBXC-o8Eu";"Educativo";"C";3500;13.49;0;0.04;"jj4EajQM-68OH";"Y";6
"eIlOLIdG-IEPa";24;60000;"Hipoteca";8.0;"mrMgBhJP-HcS9";"Empreendimento";"B";10000;0.0;0;0.0;"YCPj17uj-IoWo";"";9
"NgKTxi0J-Ohx4";34;90000;"Hipoteca";19.0;"YzApcEsT-D7ca";"Pagamento_debitos";"C";5000;13.61;0;0.06;"YdtDvEFd-hbta";"N";7
"4YeKNc19-cZ5l";23;66500;"Hipoteca";0.0;"uPf7vslc-mmca";"Pagamento_debitos";"B";22000;8.88;1;0.33;"xWCeX7Qf-SFmC";"N";2
"ZYZBdb1G-PHZ8";24;80004;"Hipoteca";8.0;"WiMm0BW1-1Mtk";"Melhora_do_lar";"A";6000;6.17;0;0.07;"yZ9pjSpq-bGSk";"N";3
"2NjYU2iT-fGSm";40;70000;"Hipoteca";6.0;"j7elJxsY-eTEQ";"Educativo";"A";18000;7.9;0;0.26;"viRQ2WYn-yJ2G";"N";14
"1wbqWFvM-OaZT";32;22000;"Aluguel";9.0;"CUgTBahN-KhHY";"Medico";"E";10000;18.39;1;0.45;"5HYfYYY0-5uNA";"Y";6
"lIBNY1yf-Y7Yu";23;66000;"Aluguel";1.0;"7X4FP14B-HYLf";"Empreendimento";"D";20000;14.11;1;0.3;"KLMxvS1p-bStM";"N";3
"8rezUUUp-bry2";29;53200;"Hipoteca";7.0;"6KD7pbDF-CEIP";"Melhora_do_lar";"C";1000;13.49;0;0.02;"KsuKZkD1-HB76";"Y";6
"zwdN0RbQ-8xDg";25;58000;"Aluguel";3.0;"GKlacXsj-DbbU";"Medico";"B";6000;12.18;0;0.1;"FbU0A07y-QJyk";"N";4
"mb5BD59b-PuJp";23;277000;"Propria";3.0;"POyUc90O-HeZZ";"Pessoal";"A";35000;0.0;0;0.13;"KbhkjNqS-e5xR";"N";4
"CWCBWDnF-RheC";22;40000;"Hipoteca";6.0;"j4chSmZk-2j9N";"Pagamento_debitos";"C";5000;12.99;0;0.13;"wwKt2G2J-jdIw";"Y";2
"1CINSmEO-veim";22;18000;"Aluguel";1.0;"XmuZFBTH-834K";"Pessoal";"B";3000;11.86;1;0.17;"ZvN4UCmX-ZnRy";"N";2
"RfP6X6pT-nBQw";23;29000;"Aluguel";4.0;"1zTS7CTR-Ewbg";"Medico";"D";13450;12.61;1;0.46;"nOHeKTHz-R3m9";"N";3
"tWfyy6Tl-ErOO";39;28500;"Aluguel";1.0;"oole4aDR-emZz";"Empreendimento";"B";2000;0.0;0;0.07;"CX6it3Hb-Ry0S";"N";14
"ChtUr3d0-3yA1";21;55000;"Aluguel";3.0;"NoylTnsu-mZxs";"Educativo";"B";4800;11.12;0;0.09;"3D6wi2O8-v1BA";"N";4
"zjYLGZHr-7yTL";26;34000;"Aluguel";10.0;"v547cfk9-RG4K";"Pagamento_debitos";"D";6925;15.99;1;0.2;"ZKKhdXBP-hXe4";"N";3
"k9amA2w4-9Nj9";27;99000;"Hipoteca";4.0;"IG7jq1ja-fvT1";"Medico";"A";9000;7.14;0;0.09;"lWekxxEQ-YmQi";"N";5
"pFt2TdPH-332b";25;63000;"Hipoteca";3.0;"0T1sHX9N-4hPa";"Pessoal";"C";3000;13.47;0;0.05;"eySvvaZq-sl60";"Y";2
"ARSDZPUX-o5oR";32;101000;"Aluguel";3.0;"ANOSXgqY-4R1k";"Medico";"B";20000;10.75;0;0.2;"1rC9xj77-xFsa";"N";8
"K81ZNHpp-UY6P";22;44004;"Hipoteca";0.0;"pr2BE8gT-IdbL";"Pessoal";"C";6300;12.29;0;0.14;"nUqvlo0A-hLdn";"Y";3
"H7HkmbGJ-LQgM";0;72000;"Hipoteca";6.0;"Bbeagsy6-2EL8";"Educativo";"";9700;0.0;0;0.11;"N39b5L9e-THhD";"N";5
"uhceBUWH-x4Gb";29;42500;"Aluguel";9.0;"ZR2shNvX-Ajf1";"Empreendimento";"A";15000;7.88;1;0.35;"LaY8JOHF-Zk0C";"N";7
"CItUaPht-qQDS";24;40000;"Aluguel";5.0;"Xm206UXZ-TtEp";"Educativo";"B";8000;9.88;1;0.2;"pCtJ8HG0-x68T";"N";2
"2pJcBSX6-tUbF";25;55000;"Hipoteca";1.0;"Y5oJFTty-mHPp";"Educativo";"A";6400;6.03;0;0.12;"HdsW9W1z-tsE2";"N";3
"bvqykZbL-HoC1";24;31000;"Hipoteca";8.0;"BBs3Mlxo-eWy9";"Educativo";"A";5000;5.42;0;0.16;"Sb6Qsanr-kn2n";"N";2
"mGY4Qr6b-vRlc";28;64000;"Hipoteca";3.0;"ZR3XxjNx-s4pu";"Empreendimento";"A";7200;7.29;0;0.11;"2jH4kLhi-MnBZ";"N";8
"Bm1Udo5I-iirE";25;30000;"Hipoteca";3.0;"PIKp9wGi-xklF";"Melhora_do_lar";"A";12000;5.99;1;0.4;"AUk5qnQX-QUU5";"N";4
"tBWqyH1z-1xEP";25;19200;"Aluguel";2.0;"mu6Gx5eI-4gkq";"Melhora_do_lar";"C";6000;13.11;1;0.31;"anEIQ0N4-K4QT";"Y";2
"7L5EjwQc-bHKi";32;92000;"Hipoteca";1.0;"seTPxJ1l-x0Ot";"Educativo";"B";5000;0.0;0;0.05;"ulGdp2st-JNwk";"N";8
"516YWbFx-jLCA";30;70000;"Hipoteca";4.0;"atL2H20e-Lqfw";"Medico";"B";10200;12.42;0;0.15;"1D1rROZs-XS0H";"N";6
"Es1HHDMJ-qGlB";22;54996;"Hipoteca";3.0;"PUwoN4Rd-54m4";"Educativo";"B";12000;9.63;0;0.22;"GywHL19c-NnXL";"N";2
"gg0Zde9Y-Tdux";24;70000;"Outros";4.0;"CQyolgWz-Uhxr";"Pessoal";"A";9000;9.63;0;0.13;"C1Ccwo1N-OXzy";"N";4
"Xw70ic6x-EBsC";24;65000;"Aluguel";5.0;"rE1xZJjS-0oOw";"Pessoal";"B";8000;9.63;0;0.12;"0e7nySRs-AJ6C";"N";3
"1NPIX0rX-WNRH";23;90000;"Aluguel";0.0;"W72bsmMT-dIx2";"Pagamento_debitos";"C";20000;13.57;0;0.22;"Xp65UY3A-BBIN";"N";4
"N4OKUmW9-PazH";31;48605;"Aluguel";0.0;"NN7y1Hvr-0jx3";"Empreendimento";"B";12000;0.0;0;0.25;"HZxWRbXE-rCX5";"N";10
"QctX4TCI-5cfn";26;14000;"Aluguel";8.0;"rbfNw4cw-0Ucl";"Melhora_do_lar";"B";3450;12.69;1;0.25;"r7L150hs-T0Dr";"N";3
"JUFBPaoG-CvlY";22;31000;"Aluguel";0.0;"0Wh8Tdhg-IODr";"Pagamento_debitos";"B";12000;10.25;1;0.39;"gvKHNN4u-gUvI";"N";4
"eIQH91ok-SY6Q";24;117300;"Aluguel";4.0;"EbImzuF7-mXlm";"Medico";"C";5000;13.23;1;0.04;"PlSpFHMz-UwFn";"Y";3
"nXWfICrh-IZTL";28;86400;"Hipoteca";0.0;"30iEBTQt-Mrfu";"Educativo";"A";5000;5.79;0;0.06;"6qYqsAmW-9P75";"N";5
"db7YAr8g-elHE";29;59000;"Aluguel";0.0;"NGBi8kUk-YJv4";"Educativo";"A";10000;10.37;0;0.2;"NS077Taf-l7YX";"N";9
"2Y0B2wWf-H1tf";24;30000;"Aluguel";2.0;"ixJnMNhm-U8t5";"Melhora_do_lar";"D";6000;15.99;1;0.2;"MW80s6nC-ucOA";"Y";3
"keqOhws6-RQeG";30;87580;"Propria";15.0;"XvMcOtgS-efAI";"Medico";"A";4700;0.0;0;0.05;"nitJIMWO-IUcS";"N";7
"Imq2gBP8-Qw4R";24;24000;"Aluguel";8.0;"b5Piw6OK-4xtl";"Medico";"B";2000;0.0;0;0.08;"xDZEUXaR-J1H8";"N";3
"eqDe7eYQ-KqnL";26;55000;"Hipoteca";4.0;"PKH96cjW-d5dz";"Pagamento_debitos";"C";13000;13.98;0;0.24;"Rc4HGApY-pP90";"Y";3
"qATR0wNg-OLlL";29;36000;"Hipoteca";2.0;"HU4IwlUC-ZG4u";"Pessoal";"D";20000;0.0;0;0.56;"NaFeKs8m-Z3F5";"N";6
"oOA1aMG7-oHSe";38;60000;"Aluguel";3.0;"kXzD7pGn-SYip";"Educativo";"C";5000;14.79;0;0.08;"fNJTvi5X-vxCW";"Y";17
